facility_name,measured_on,level_a,level_b,level_c,level_d,male_crim,male_non_crim,female_crim,female_non_crim,ice_threat_level_1,ice_threat_level_2,ice_threat_level_3,no_ice_threat_level
STE. GENEVIEVE COUNTY SHERIFF/JAIL,2025-06-09,28.877557538461545,19.893353230769208,16.972019615384607,5.710463846153839,16.661832230769242,47.99993561538458,0.23078730769230688,6.560839076923075,3.4733524615384614,1.9296993076923086,5.016900307692309,61.03342276923076
STEWART DETENTION CENTER,2025-01-06,693.484536,174.412371,330.948454,315.56701,622.185567,698.340206,42.134021,151.752577,289.041237,133.175258,105.71134,986.484536
STEWART DETENTION CENTER,2025-01-21,748.2327647999996,200.11330946666664,364.96556719999984,328.5318013333335,655.3806955999995,763.5170541333325,45.8251961333334,177.12049693333344,290.4180515999998,155.60004773333313,86.31044533333333,1109.5148981333332
STEWART DETENTION CENTER,2025-02-18,737.8983039642854,203.27737539285707,384.887375392857,342.67087539285706,701.7723388928576,755.5190182499999,49.19344682142855,162.24913121428577,269.3559468214285,115.81922592857147,87.52384550000001,1196.0349169285716
STEWART DETENTION CENTER,2025-03-03,874.6969966923084,239.98621330769225,465.0082402307699,357.0717646923076,780.9825140769233,911.9607020769248,63.35692669230768,180.46307307692294,82.4521839230768,86.08572353846158,86.99223384615372,1681.2330746153848
STEWART DETENTION CENTER,2025-03-17,975.6515620000001,274.4449220000001,549.5126569999999,358.6271740000001,859.8006299999989,1038.1010909999989,58.86486700000004,201.46972799999978,148.3583430000004,165.22018599999996,111.14410100000012,1733.5136859999973
STEWART DETENTION CENTER,2025-03-31,964.7883340000002,375.4202869999998,537.4830829999997,316.2925940000002,996.9364519999997,939.6379359999992,84.70896600000002,172.70091900000028,-108.65842299999973,116.41817400000036,151.71297399999978,2034.5115610000005
STEWART DETENTION CENTER,2025-04-14,936.5418039999994,418.2112190000002,523.9983250000005,312.0659459999998,848.5660879999996,1090.6232720000012,57.18152999999997,194.44644499999984,80.5950929999999,37.59914599999969,49.50803000000009,2023.1150250000023
STEWART DETENTION CENTER,2025-04-28,911.0864530000005,436.3695260000001,547.5152940000002,323.84660800000034,893.030912,1122.200048999998,39.6643799999999,163.92251199999995,168.54408399999946,170.3657709999999,152.320344,1727.5876669999977
STEWART DETENTION CENTER,2025-05-12,822.3222289999997,481.0854480000001,545.9169699999994,330.735811999999,857.3319640000014,1112.2466710000008,51.365712000000066,159.116096,195.26501000000022,193.15392100000022,167.14111600000018,1624.500411000003
STEWART DETENTION CENTER,2025-05-27,868.3501827333336,532.8369527333333,528.8164346666667,299.08648446666774,851.920089066667,1186.0000958666672,36.612480733333356,154.55741980000022,-11.546283199999985,12.906597666666736,78.61243859999983,2149.117316466663
STEWART DETENTION CENTER,2025-06-09,859.4297300769226,563.4695133076916,517.847446153846,297.5082268461534,762.6465000000003,1222.6801241538465,51.781257307692265,201.14701653846154,188.182214461539,99.90665838461511,133.5721726923078,1816.593851461541
STRAFFORD COUNTY CORRECTIONS,2025-01-06,0,0,45.536082,35.793814,42.020619,27.515464,6.587629,5.206186,23.257732,6.237113,9.381443,42.453608
STRAFFORD COUNTY CORRECTIONS,2025-01-21,0,0,42.82346426666663,46.146015199999965,44.27595586666666,29.9000352,6.258957200000001,8.534518133333332,17.519350933333317,8.066861733333333,2.3495057333333307,61.03376106666668
STRAFFORD COUNTY CORRECTIONS,2025-02-18,0,0,54.21726746428573,47.832202642857155,49.700916928571424,37.99407142857144,6.502274071428571,7.852202642857146,27.87558307142857,9.997803964285712,8.925672749999999,55.25041032142859
STRAFFORD COUNTY CORRECTIONS,2025-03-03,0,0,66.20178807692307,52.857366769230794,50.73745169230768,51.44794323076922,7.777297538461539,9.096473230769229,5.962619076923077,8.934479000000001,-14.611895923076917,118.77394084615382
STRAFFORD COUNTY CORRECTIONS,2025-03-17,0,0,55.39764299999998,51.27884500000001,46.80016099999999,42.995958999999985,7.864427000000002,9.015929000000003,28.897743000000023,6.351340999999999,8.295882999999995,63.13153200000001
STRAFFORD COUNTY CORRECTIONS,2025-03-31,22.983428,0,51.36927199999991,47.39041700000001,47.30068999999997,57.06290200000006,6.355011000000006,11.024512999999988,6.482610999999971,5.562178000000001,11.382706,98.31562199999995
STRAFFORD COUNTY CORRECTIONS,2025-04-14,30.431962000000002,2.3692339999999996,46.48547400000007,43.14973900000002,48.949824000000135,60.92051599999987,5.350198999999991,7.215869000000014,-10.161042999999998,6.2814540000000045,11.450826000000006,114.865158
STRAFFORD COUNTY CORRECTIONS,2025-04-28,31.776000000000003,7.9656910000000005,44.693169999999945,44.943065999999945,50.02353099999995,65.92639500000008,5.1358000000000015,8.29221499999999,17.922738000000013,10.731784999999993,10.658374999999994,90.06504300000013
STRAFFORD COUNTY CORRECTIONS,2025-05-12,24.943137999999994,2.9386109999999985,47.20703199999999,34.17892599999998,41.62596300000002,51.056706999999925,4.993209999999992,11.591843000000008,-36.605686000000006,-1.1807249999999871,7.786473000000001,139.26764500000004
STRAFFORD COUNTY CORRECTIONS,2025-05-27,33.91309706666666,2.0049183333333342,59.57872180000013,31.223236933333343,40.11215099999996,66.71534140000003,6.065176000000005,13.827290800000007,-6.693219466666657,-6.589230200000005,10.478594999999995,129.52382880000005
STRAFFORD COUNTY CORRECTIONS,2025-06-09,36.26369907692309,2.5449859230769243,68.69189730769219,15.746105692307678,28.241755615384626,75.13594207692306,5.689489230769228,14.17950107692307,4.731690461538479,10.170656999999997,14.642513769230792,93.70182676923062
SWEETWATER COUNTY JAIL,2025-02-18,0.178571,0.428571,0.428571,0.078571,0.835714,0.171429,0,0.107143,0.1,0.114286,0.021429,0.878571
SWEETWATER COUNTY JAIL,2025-03-03,0.6956674615384617,0.3069109999999995,1.2360166923076927,-0.0005139230769231062,1.6979126153846151,0.5408513076923074,0,-0.0007043846153846217,0.8510343076923074,-0.9298576923076922,0.23213653846153848,2.0847582307692303
SWEETWATER COUNTY JAIL,2025-03-17,0.35795399999999944,1.6501850000000005,1.8652840000000006,-0.00042900000000007613,2.4376689999999996,1.220346,0,0.21497899999999998,0.5738710000000002,-0.00016000000000003314,-0.215808,3.5150919999999997
SWEETWATER COUNTY JAIL,2025-03-31,0.2141760000000004,0.7871720000000002,0.5712189999999993,-0.00036699999999991107,0.7125140000000008,0.4293590000000006,0.359112,0.07122799999999987,-2.37126,0.35898800000000003,-9.30000000000256e-05,3.584579000000001
SWEETWATER COUNTY JAIL,2025-04-28,0.10654650000000007,0.7868884999999999,0.6071424999999999,-0.00028450000000005256,0.5693225000000004,0.8956954999999996,-0.03601349999999998,0.07126700000000012,0,-0.1796635,0.10757250000000003,1.5723635000000005
SWEETWATER COUNTY JAIL,2025-06-09,0.142567,0.21284899999999954,0.11709599999999992,-0.0002099999999999589,0.16353699999999974,0.14191999999999996,0.191159,-0.02430400000000001,0,0.023825000000000006,-0.047924000000000015,0.49640599999999935
T DON HUTTO DETENTION CENTER,2025-01-06,203.680412,41.505155,116.773196,68.814433,237.618557,193.154639,0,0,63.608247,59.350515,107.670103,200.14433
